2009-12-11 16:57:42 UTC+0000|[LIVE RESPONSE]| (System time)|
2009-12-05 02:26:02 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\MICROSOFT\COM3| soffice.bin PID: 2132/PPID: 2092/POffset: 0x01d2b9f0
2009-12-05 02:26:02 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\MICROSOFT\COM3| soffice.bin PID: 2132/PPID: 2092/POffset: 0x01d2b9f0
2009-12-11 01:28:13 UTC+0000|[Handle (Key)]| USER| soffice.bin PID: 2132/PPID: 2092/POffset: 0x01d2b9f0
2009-12-07 18:15:00 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES| soffice.bin PID: 2132/PPID: 2092/POffset: 0x01d2b9f0
2009-12-11 01:28:13 UTC+0000|[Handle (Key)]| USER| soffice.bin PID: 2132/PPID: 2092/POffset: 0x01d2b9f0
2009-12-05 02:26:02 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\MICROSOFT\COM3| soffice.bin PID: 2132/PPID: 2092/POffset: 0x01d2b9f0
2009-12-10 17:50:00 UTC+0000|[Handle (Key)]| USER\S-1-5-21-1292428093-1645522239-1547161642-1003_CLASSES| soffice.bin PID: 2132/PPID: 2092/POffset: 0x01d2b9f0
2009-12-07 18:15:00 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES| soffice.bin PID: 2132/PPID: 2092/POffset: 0x01d2b9f0
2009-12-11 01:38:47 UTC+0000|[Handle (Key)]| USER\S-1-5-21-1292428093-1645522239-1547161642-1003| soffice.bin PID: 2132/PPID: 2092/POffset: 0x01d2b9f0
2009-11-09 00:16:08 UTC+0000|[Handle (Key)]| MACHINE\SYSTEM\CONTROLSET001\SERVICES\WINSOCK2\PARAMETERS\NAMESPACE_CATALOG5| soffice.bin PID: 2132/PPID: 2092/POffset: 0x01d2b9f0
2009-11-09 00:44:19 UTC+0000|[Handle (Key)]| MACHINE\SYSTEM\CONTROLSET001\SERVICES\WINSOCK2\PARAMETERS\PROTOCOL_CATALOG9| soffice.bin PID: 2132/PPID: 2092/POffset: 0x01d2b9f0
2009-11-09 00:37:00 UTC+0000|[Handle (Key)]| MACHINE\SYSTEM\CONTROLSET001\CONTROL\NETWORKPROVIDER\HWORDER| soffice.bin PID: 2132/PPID: 2092/POffset: 0x01d2b9f0
2009-12-11 11:32:10 UTC+0000|[Handle (Key)]| MACHINE| soffice.bin PID: 2132/PPID: 2092/POffset: 0x01d2b9f0
2009-08-18 16:38:36 UTC+0000|[PE HEADER (exe)]| soffice.bin| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x00400000
2009-08-18 16:38:36 UTC+0000|[PE DEBUG]| soffice.bin| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x00400000
2009-02-09 12:10:48 UTC+0000|[PE HEADER (dll)]| ntdll.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x7c900000
-|[PE DEBUG]| ntdll.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x7c900000
2008-04-14 00:11:08 UTC+0000|[PE HEADER (dll)]| USERENV.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x769c0000
2008-04-13 19:16:21 UTC+0000|[PE DEBUG]| USERENV.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x769c0000
2003-02-21 12:42:20 UTC+0000|[PE HEADER (dll)]| MSVCR71.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x7c340000
-|[PE DEBUG]| MSVCR71.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x7c340000
2009-04-17 06:46:27 UTC+0000|[PE HEADER (dll)]| cppu3.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x65740000
2009-04-16 11:28:55 UTC+0000|[PE DEBUG]| cppu3.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x65740000
2009-04-17 06:46:31 UTC+0000|[PE HEADER (dll)]| evtatt.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x642c0000
2009-04-16 11:33:59 UTC+0000|[PE DEBUG]| evtatt.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x642c0000
2008-04-14 00:11:02 UTC+0000|[PE HEADER (dll)]| SHLWAPI.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x77f60000
-|[PE DEBUG]| SHLWAPI.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x77f60000
2005-07-13 14:37:56 UTC+0000|[PE HEADER (dll)]| NSLDAP32V50.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x10000000
-|[PE DEBUG]| NSLDAP32V50.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x10000000
2009-04-17 06:46:54 UTC+0000|[PE HEADER (dll)]| xstor.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x5b190000
2009-04-16 11:41:07 UTC+0000|[PE DEBUG]| xstor.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x5b190000
2009-04-17 06:46:14 UTC+0000|[PE HEADER (dll)]| behelper.uno.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x677a0000
2009-04-16 11:58:41 UTC+0000|[PE DEBUG]| behelper.uno.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x677a0000
2009-06-25 08:25:26 UTC+0000|[PE HEADER (dll)]| Secur32.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x77fe0000
2009-06-24 12:10:24 UTC+0000|[PE DEBUG]| Secur32.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x77fe0000
2009-07-20 12:21:00 UTC+0000|[PE HEADER (dll)]| oleautobridge.uno.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x615f0000
2009-07-17 14:22:25 UTC+0000|[PE DEBUG]| oleautobridge.uno.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x615f0000
2009-04-17 06:46:53 UTC+0000|[PE HEADER (dll)]| unoxmlmi.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x5c2e0000
2009-04-16 11:58:23 UTC+0000|[PE DEBUG]| unoxmlmi.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x5c2e0000
2008-04-14 00:11:09 UTC+0000|[PE HEADER (dll)]| VERSION.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x77c00000
2008-04-13 19:23:31 UTC+0000|[PE DEBUG]| VERSION.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x77c00000
2008-04-14 00:12:15 UTC+0000|[PE HEADER (dll)]| MSIMG32.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x76380000
2008-04-13 19:15:19 UTC+0000|[PE DEBUG]| MSIMG32.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x76380000
2009-08-19 00:55:33 UTC+0000|[PE HEADER (dll)]| scmi.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x5f820000
2009-08-19 00:14:32 UTC+0000|[PE DEBUG]| scmi.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x5f820000
2009-07-20 12:20:56 UTC+0000|[PE HEADER (dll)]| fps.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x63fc0000
2009-07-17 08:45:41 UTC+0000|[PE DEBUG]| fps.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x63fc0000
2009-07-02 23:46:01 UTC+0000|[PE HEADER (dll)]| fwkmi.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x63a50000
2009-04-16 13:11:46 UTC+0000|[PE DEBUG]| fwkmi.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x63a50000
2009-04-17 06:46:25 UTC+0000|[PE HEADER (dll)]| LIBCURL.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x62290000
-|[PE DEBUG]| LIBCURL.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x62290000
2008-04-14 00:12:32 UTC+0000|[PE HEADER (dll)]| WSOCK32.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x71ad0000
2008-04-13 19:20:56 UTC+0000|[PE DEBUG]| WSOCK32.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x71ad0000
2009-04-17 06:46:30 UTC+0000|[PE HEADER (dll)]| salhelper3MSC.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x600e0000
2009-04-16 11:07:56 UTC+0000|[PE DEBUG]| salhelper3MSC.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x600e0000
2009-07-28 09:56:49 UTC+0000|[PE HEADER (dll)]| i18nisolang1MSC.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x636f0000
2009-04-16 11:43:20 UTC+0000|[PE DEBUG]| i18nisolang1MSC.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x636f0000
2009-04-17 06:47:10 UTC+0000|[PE HEADER (dll)]| stocservices.uno.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x5e310000
2009-04-16 11:43:58 UTC+0000|[PE DEBUG]| stocservices.uno.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x5e310000
2008-04-14 00:10:51 UTC+0000|[PE HEADER (dll)]| SETUPAPI.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x77920000
2008-04-13 19:14:50 UTC+0000|[PE DEBUG]| SETUPAPI.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x77920000
2009-04-23 01:02:48 UTC+0000|[PE HEADER (dll)]| i18nutilMSC.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x63540000
2009-04-22 16:03:18 UTC+0000|[PE DEBUG]| i18nutilMSC.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x63540000
2009-07-28 09:57:10 UTC+0000|[PE HEADER (dll)]| localedata_others.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x61aa0000
2009-04-16 11:49:39 UTC+0000|[PE DEBUG]| localedata_others.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x61aa0000
2009-06-10 15:40:20 UTC+0000|[PE HEADER (dll)]| ftransl.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x63d80000
2009-04-16 12:04:46 UTC+0000|[PE DEBUG]| ftransl.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x63d80000
2008-04-14 00:10:15 UTC+0000|[PE HEADER (dll)]| IMM32.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x76390000
2008-04-13 19:17:51 UTC+0000|[PE DEBUG]| IMM32.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x76390000
2008-04-14 00:11:14 UTC+0000|[PE HEADER (dll)]| winrnr.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x76fb0000
2008-04-13 19:16:33 UTC+0000|[PE DEBUG]| winrnr.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x76fb0000
2008-04-14 00:11:25 UTC+0000|[PE HEADER (dll)]| msctfime.ime| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x755c0000
2008-04-13 18:39:30 UTC+0000|[PE DEBUG]| msctfime.ime| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x755c0000
2009-08-19 00:55:32 UTC+0000|[PE HEADER (dll)]| scfiltmi.DLL| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x55e00000
2009-08-19 00:34:46 UTC+0000|[PE DEBUG]| scfiltmi.DLL| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x55e00000
2008-04-14 00:11:07 UTC+0000|[PE HEADER (dll)]| USER32.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x7e410000
2008-04-13 19:22:34 UTC+0000|[PE DEBUG]| USER32.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x7e410000
2009-07-20 12:21:53 UTC+0000|[PE HEADER (dll)]| svlmi.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x5e090000
2009-04-16 12:35:08 UTC+0000|[PE DEBUG]| svlmi.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x5e090000
2009-07-02 23:46:02 UTC+0000|[PE HEADER (dll)]| fwlmi.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x63a20000
2009-04-16 13:10:56 UTC+0000|[PE DEBUG]| fwlmi.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x63a20000
2009-04-17 06:46:24 UTC+0000|[PE HEADER (dll)]| configmgr2.uno.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x65800000
2009-04-16 12:01:42 UTC+0000|[PE DEBUG]| configmgr2.uno.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x65800000
2009-08-13 13:55:03 UTC+0000|[PE HEADER (dll)]| gdiplus.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x4ec50000
2008-11-27 02:06:42 UTC+0000|[PE DEBUG]| gdiplus.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x4ec50000
2008-06-20 17:46:57 UTC+0000|[PE HEADER (dll)]| DNSAPI.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x76f20000
2008-06-20 11:40:55 UTC+0000|[PE DEBUG]| DNSAPI.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x76f20000
2009-04-17 06:46:32 UTC+0000|[PE HEADER (dll)]| saxmi.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x58490000
2009-04-16 11:38:34 UTC+0000|[PE DEBUG]| saxmi.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x58490000
2009-04-17 06:46:21 UTC+0000|[PE HEADER (dll)]| helplinkermi.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x63820000
2009-04-16 12:43:48 UTC+0000|[PE DEBUG]| helplinkermi.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x63820000
2008-04-14 00:12:20 UTC+0000|[PE HEADER (dll)]| WS2HELP.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x71aa0000
2008-04-13 19:20:45 UTC+0000|[PE DEBUG]| WS2HELP.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x71aa0000
2009-04-17 06:46:28 UTC+0000|[PE HEADER (dll)]| cppuhelper3MSC.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x656c0000
2009-04-16 11:31:13 UTC+0000|[PE DEBUG]| cppuhelper3MSC.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x656c0000
2009-07-20 12:20:53 UTC+0000|[PE HEADER (dll)]| formi.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x5acd0000
2009-07-17 13:09:49 UTC+0000|[PE DEBUG]| formi.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x5acd0000
2009-04-17 06:47:11 UTC+0000|[PE HEADER (dll)]| store3.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x5e2e0000
2009-04-16 11:08:55 UTC+0000|[PE DEBUG]| store3.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x5e2e0000
2009-08-19 00:55:31 UTC+0000|[PE HEADER (dll)]| scdmi.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x5ff00000
2009-07-20 07:26:16 UTC+0000|[PE DEBUG]| scdmi.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x5ff00000
2009-07-17 19:01:06 UTC+0000|[PE HEADER (dll)]| ATL.DLL| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x76b20000
2009-07-17 13:33:39 UTC+0000|[PE DEBUG]| ATL.DLL| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x76b20000
2009-04-17 06:46:29 UTC+0000|[PE HEADER (dll)]| jmi_g.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x624b0000
2009-04-16 12:42:51 UTC+0000|[PE DEBUG]| jmi_g.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x624b0000
2008-04-14 00:09:35 UTC+0000|[PE HEADER (dll)]| appHelp.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x77b40000
2008-04-13 19:15:01 UTC+0000|[PE DEBUG]| appHelp.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x77b40000
2009-04-17 06:46:15 UTC+0000|[PE HEADER (dll)]| canvastoolsmi.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x661b0000
2009-04-16 13:02:15 UTC+0000|[PE DEBUG]| canvastoolsmi.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x661b0000
2008-04-13 17:39:24 UTC+0000|[PE HEADER (dll)]| xpsp2res.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x05dd0000
-|[PE DEBUG]| xpsp2res.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x05dd0000
2008-04-14 00:11:19 UTC+0000|[PE HEADER (dll)]| WINSPOOL.DRV| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x73000000
2008-04-13 19:20:42 UTC+0000|[PE DEBUG]| WINSPOOL.DRV| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x73000000
2008-04-14 00:10:45 UTC+0000|[PE HEADER (dll)]| MPR.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x71b20000
2008-04-13 19:20:32 UTC+0000|[PE DEBUG]| MPR.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x71b20000
2009-04-17 06:46:44 UTC+0000|[PE HEADER (dll)]| vos3MSC.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x5bc20000
2009-04-16 11:06:03 UTC+0000|[PE DEBUG]| vos3MSC.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x5bc20000
2009-04-17 06:46:16 UTC+0000|[PE HEADER (dll)]| aggmi.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x67d70000
2009-04-16 11:04:33 UTC+0000|[PE DEBUG]| aggmi.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x67d70000
2009-07-28 09:57:02 UTC+0000|[PE HEADER (dll)]| vclmi.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x56e50000
2009-07-28 01:41:03 UTC+0000|[PE DEBUG]| vclmi.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x56e50000
2009-07-20 12:21:44 UTC+0000|[PE HEADER (dll)]| updatefeed.uno.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x5c290000
2009-07-17 13:20:22 UTC+0000|[PE DEBUG]| updatefeed.uno.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x5c290000
2009-07-02 23:45:41 UTC+0000|[PE HEADER (dll)]| avmediami.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x67ca0000
2009-04-16 16:28:04 UTC+0000|[PE DEBUG]| avmediami.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x67ca0000
2009-07-02 23:46:49 UTC+0000|[PE HEADER (dll)]| uuimi.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x572b0000
2009-04-16 12:42:43 UTC+0000|[PE DEBUG]| uuimi.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x572b0000
2008-04-14 00:10:57 UTC+0000|[PE HEADER (dll)]| ole32.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x774e0000
2008-04-13 19:19:05 UTC+0000|[PE DEBUG]| ole32.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x774e0000
2009-04-17 06:46:30 UTC+0000|[PE HEADER (dll)]| sal3.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x60100000
2009-04-16 11:04:55 UTC+0000|[PE DEBUG]| sal3.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x60100000
2009-04-17 06:46:24 UTC+0000|[PE HEADER (dll)]| hyphenmi.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x63710000
2009-04-16 16:33:06 UTC+0000|[PE DEBUG]| hyphenmi.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x63710000
2009-06-10 15:41:19 UTC+0000|[PE HEADER (dll)]| jvmfwk3.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x62330000
2009-06-10 08:28:30 UTC+0000|[PE DEBUG]| jvmfwk3.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x62330000
2009-08-06 05:20:38 UTC+0000|[PE HEADER (dll)]| lngmi.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x5af50000
2009-08-05 14:15:09 UTC+0000|[PE DEBUG]| lngmi.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x5af50000
2009-04-17 06:46:37 UTC+0000|[PE HEADER (dll)]| ooxmi.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x58560000
2009-04-16 11:58:10 UTC+0000|[PE DEBUG]| ooxmi.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x58560000
2009-04-17 06:47:26 UTC+0000|[PE HEADER (dll)]| sysmgr1.uno.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x5cb70000
2009-04-16 12:00:46 UTC+0000|[PE DEBUG]| sysmgr1.uno.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x5cb70000
2009-07-20 12:21:21 UTC+0000|[PE HEADER (dll)]| sfxmi.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x58180000
2009-07-17 09:09:51 UTC+0000|[PE DEBUG]| sfxmi.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x58180000
2009-07-20 12:21:41 UTC+0000|[PE HEADER (dll)]| xomi.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x56790000
2009-07-17 08:41:40 UTC+0000|[PE DEBUG]| xomi.dll| Process: soffice.bin/PID: 2132/PPID: 2092/Process POffset: 0x01d2b9f0/DLL Base: 0x56790000
